moduleCode,title,semesters 
SEA5211,Landscapes of Southeast Asia,[2]
SEA5212,Arts in Southeast Asia,[1]
SEA5213,Food History of Southeast Asia,[2]
SEA5223,Southeast Asia and Regionalism,[2]
SEA5224,Political Economy of Southeast Asia,[2]
SEA5232,Country Studies: Thailand,[1]
SEA5233,Country Studies: Indonesia,[2]
SEA5234,Country Studies: The Philippines,[1]
SEA5301B,Masterclass,[1]
SEA5302B,Field Trip,[2]
SEA5401,Thesis,[2]
SEA5660,Independent Study,"[1, 2]"
SH5001,Fundamentals in Process Safety,[2]
SH5002,Fundamentals in Industrial Safety,[1]
SH5003,Fundamentals in Environmental Protection,[2]
SH5003C,Fundamentals in Environmental Protection,[1]
SH5004,Fundamentals in Industrial Hygiene,[2]
SH5101,Industrial Toxicology,[2]
SH5101C,Industrial Toxicology,[1]
SH5102,Occupational Ergonomics,[2]
SH5103,Biosafety and Biosecurity,[1]
SH5104,Occupational Health,[1]
SH5105,Noise and Other Physical Hazards,[2]
SH5106,Radiation Safety,[1]
SH5107,Industrial Ventilation,[1]
SH5108,Chemical Hazard Management,[2]
SH5108C,Chemical Hazard Management,[2]
SH5109,Biostatistics and Epidemiology,[2]
SH5110,Chemical Hazard Evaluation,[1]
SH5201,Process Hazard Analysis,[2]
SH5201C,Process Hazard Analysis,"[1, 2]"
SH5202,Quantified Risk Analysis,[1]
SH5202C,Quantified Risk Analysis,[2]
SH5203,Resilience and Emergency Planning,[1]
SH5203C,Resilience and Emergency Planning,"[1, 2]"
SH5204,Industrial Safety Engineering,[1]
SH5205,Crisis and Incident Management,[2]
SH5205C,Crisis and Incident Management,"[1, 2]"
SH5206,Human Factors in Process Safety,[1]
SH5207,Process Safety Engineering,[1]
SH5207C,Process Safety Engineering,[2]
SH5208,Functional Safety for Process,[2]
SH5401,"Safety, Health, Environment & Quality Management System",[2]
SH5401C,"Safety, Health, Environment & Quality Management System","[1, 2]"
SH5402,"Advanced Safety, Health & Environment Management",[1]
SH5403,Independent Study,"[1, 2]"
SH5404,Safety Health and Environmental Project,"[1, 2]"
SH5405,Fire and Explosion Safety,[2]
SH5406,Research Methodology,[1]
SH5407,Sustainable Energy and Environment,[2]
SH5408,Electrical Safety,[2]
SH5666,"Industrial Safety, Health and Environment Practices","[1, 2]"
SLP5101,Normal Functioning 1 (Biosciences Foundation),[2]
SLP5102,Normal Functioning 2  (Linguistics Foundation),[2]
SLP5103,Professional Practice 1,[2]
SLP5104,Research Design and Statistics,[2]
SLP5113,Professional Practice 3,[1]
SLP5114,Intervention and Management - Children 2,[1]
SLP5115,Intervention and Management - Adults 2,[1]
SLP5116,Research Project 2,[1]
SLP5117,Professional Practice Issues,[1]
SLP5118,Professional Practice 4,"[1, 2]"
SN1101E,"Discover South Asia: People, Culture, Development","[1, 2]"
SN2213,"South Asian Democracies - Violence, Conflict, and Hope","[1, 2]"
SN2234,Gender and Society in South Asia,[2]
SN2261,The Emergence of Contemporary South Asia,[1]
SN2271,Religion and Society in South Asia,[1]
SN2273,Introduction to Indian Thought,[2]
SN2278,Introduction to Sikhism,[2]
SN2283,China-India Interactions: Changing Perspectives,[2]
SN2285,What’s Cooking: Food and Drink in South Asian Cultures,[2]
SN3223,International Relations of South Asia,[1]
SN3262,"The Struggle for India, 1920-1964",[2]
SN3275,Subtle Tamil Traits? Tamil Culture and Society,[2]
SN3281,The Story of Indian Business,[1]
SN3550,Internship,"[1, 2, 3, 4]"
SN4101,Approaches to the Study of South Asia,[1]
SN4221,Regional Conflict & Cooperation in Asia,[2]
SN4262,Hindutva Nationalism,[2]
SN4401,Honours Thesis,"[1, 2]"
SN4660,Independent Study,"[1, 2]"
SN5660,Independent Study,"[1, 2]"
SN6660,Independent Study,"[1, 2]"
SN6770,South Asia Graduate Research Seminar,[2]
SP1230,NUS H3 Science Research Programme,[2]
SP1541,Exploring Science Communication through Popular Science,"[1, 2]"
SP2251,Science at the Nanoscale,[2]
SP2271,Introduction to the Scientific Literature,[1]
SP2273,"Working on Interdisciplinary Science, Pythonically",[2]
SP2274,Engineering a Life-like Cell,[1]
SP3176,The Universe,[1]
SP3203,Aquatic Ecology Research,[1]
SP3275,Science for a Sustainable Earth,[1]
SPH1901,Social & Behavioural Determina,[1]
SPH2001,Fundamental Public Health Methods,"[1, 2]"
SPH2002,Public Health and Epidemiology,"[1, 2]"
SPH2003,Systems and Policies to improve Health,"[1, 2]"
SPH2004,"Lifestyle, Behaviour and Public Health","[1, 2]"
SPH2005,"Health, Society and the Social Determinants","[1, 2]"
SPH2202,Public Health Nutrition,[2]
SPH2203,Food Environments and Health,[1]
SPH2301,Health of the Working Population,[1]
SPH2401,Introduction to Global Health,"[1, 2]"
SPH2402,Health in the Later Years,[1]
SPH2801,Health of the Poor in Asia,[4]
SPH3001,Public Health Practice,"[3, 4]"
SPH3101,Biostatistics for Public Health,[1]
SPH3106,Data Analysis for Pathogen Genomics,"[1, 2]"
SPH3107,Infectious Disease Modelling for Public Health,[2]
SPH3202,Infectious disease epidemiology and public health,[2]
SPH3203,Prevention and Control of Non-Communicable Diseases,"[1, 2]"
SPH3204,"One Health: People, Animals and the Environment",[1]
SPH3401,Designing Public Health Programmes,[1]
SPH3403,Public Health Economics,[1]
SPH3404,Physical Activity For Better Population Health,[2]
SPH3501,Introduction to Public Health Communication,[2]
SPH5001,Foundations of Public Health,[1]
SPH5002,Public Health Research Methods,[1]
SPH5003,Health Behaviour and Communication,[1]
SPH5005,Practicum,"[1, 2, 3, 4]"
SPH5006,STATA Primer for Public Health,[1]
SPH5007,Implementing Public Health Programmes and Policies,[1]
SPH5008,Ethics in Public Health Practice,"[1, 2]"
SPH5101,Advanced Quantitative Methods I,[2]
SPH5102,"Design, Conduct and Analysis of Clinical Trials",[2]
SPH5103,"Collection, Management & Analysis of Quantitative Data",[2]
SPH5104,Analytics for Better Health,[2]
SPH5201,Control of Communicable Diseases,[2]
SPH5202,Control of Non-Communicable Diseases,[2]
SPH5203,Advanced Epidemiology I,[2]
SPH5206,Urban Field Epidemiology,[3]
SPH5311,Workplace Safety and Health,[2]
SPH5312,Assessment and Control of Occupational Hazards,[2]
SPH5313,Principles of Occupational Medicine,[2]
SPH5314,Enterprise Occupational Health Practice,[2]
SPH5401,Health Economics and Financing,[2]
SPH5402,Management of Healthcare Organisations,[2]
SPH5403,Medical & Humanitarian Emergencies,[3]
SPH5404,Measuring and Managing Quality of Care,[2]
SPH5405,Introduction to Health Services Research,[2]
SPH5406,Contemporary Global Health Issues,[1]
SPH5407,Programme Evaluation,[2]
SPH5408,Public Health and Ageing,[1]
SPH5409,Qualitative Methods in Public Health,"[1, 2]"
SPH5410,Developing health proposals using DIME skills & tools,[2]
SPH5411,Information Technology in Healthcare,[2]
SPH5412,Economic Methods in Health Technology Assessment,[2]
SPH5413,"Women’s, Children’s and Adolescents’ Health",[2]
SPH5414,Informatics for Health,[3]
SPH5415,Healthcare Operations & Performance,[1]
SPH5416,Introduction to Integrated Care,[1]
SPH5420,Evidence Synthesis for HTA,[1]
SPH5421,Modelling Techniques in HTA,[2]
SPH5422,Applied Health Econometrics for HTA,[2]
SPH5423,Simulation for Health Technology Assessment,[2]
SPH5501,Public Health Communication,"[3, 4]"
SPH5801,Field Practice,"[1, 2]"
SPH5890A,Independent Study in Epidemiology and Disease Control,"[1, 2]"
SPH5890B,Independent Study in Quantitative Methods,"[1, 2]"
SPH5890C,Independent Study in Environmental / Occupational Health,"[1, 2]"
SPH5890D,Independent Study in Health Policy and Systems,"[1, 2]"
SPH5890E,Independent Study in Health Services Research,"[1, 2]"
SPH5890F,Independent Study in Health Promotion,"[1, 2]"
SPH5890G,Independent Study in Global Health Programs: Planning and Evaluation,"[1, 2]"
SPH6001,Advanced Epidemiology II,[2]
SPH6002,Advanced Quantitative Methods II,[2]
SPH6004,Advanced Statistical Learning,[2]
SPH6007,Health Systems and Policy Analysis,[2]
SPH6201A,Independent Study (Epidemiology and Disease Control),"[1, 2]"
SPH6201B,Independent Study (Biostatistics),"[1, 2]"
SPH6201C,Independent Study (Environmental / Occupational Health),"[1, 2]"
SPH6201D,Independent Study (Health Policy and Systems),"[1, 2]"
SPH6201E,Independent Study (Health Services Research),"[1, 2]"
SPH6201F,Independent Study (Health Promotion),"[1, 2]"
SPH6201G,Independent Study (Global Health),"[1, 2]"
SPH6770,Graduate Research Seminar in Public Health,"[1, 2]"
SSB1204,Singapore Employment Law,[2]
ST1131,Introduction to Statistics and Statistical Computing,"[1, 2]"
ST2131,Probability,"[1, 2]"
ST2132,Mathematical Statistics,"[1, 2]"
ST2137,Statistical Computing and Programming,"[1, 2]"
ST2288,Basic UROPS in Statistics and Applied Probability I,"[1, 2, 3, 4]"
ST2289,Basic UROPS in Statistics and Applied Probability II,"[1, 3, 4]"
ST2334,Probability and Statistics,"[1, 2]"
ST3131,Regression Analysis,"[1, 2]"
ST3232,Design & Analysis of Experiments,[2]
ST3236,Stochastic Processes I,[2]
ST3239,Survey Methodology,[1]
ST3244,Demographic Methods,[2]
ST3246,Statistical Models for Actuarial Science,[2]
ST3247,Simulation,[2]
ST3248,Statistical Learning I,[1]
ST3288,Advanced UROPS in Statistics & Applied Probability I,"[1, 3, 4]"
ST3289,Advanced UROPS in Statistics & Applied Probability II,"[1, 3, 4]"
ST3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
ST3311,Undergraduate Professional Internship Programme,"[3, 4]"
ST3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2]"
ST4199,Honours Project in Statistics,"[1, 2]"
ST4231,Computer Intensive Statistical Methods,[1]
ST4232,Nonparametric Statistics,[2]
ST4233,Linear Models,[1]
ST4234,Bayesian Statistics,[2]
ST4238,Stochastic Processes II,[2]
ST4242,Analysis of Longitudinal Data,[2]
ST4245,Statistical Methods for Finance,[1]
ST4248,Statistical Learning II,[2]
ST4250,Multivariate Statistical Analysis,[1]
ST4251,Categorical Data Analysis I,[2]
ST4252,Applied Survival Analysis,[2]
ST4253,Applied Time Series Analysis,[1]
ST4299,Applied Project in Statistics,"[1, 2]"
ST5188,Statistical Research Project,"[1, 2]"
ST5198,Graduate Seminar Module,[2]
ST5199,Coursework Track Ii Project,"[1, 2]"
ST5201,Statistical Foundations of Data Science,[1]
ST5201X,Statistical Foundations of Data Science,[1]
ST5202,Applied Regression Analysis,[2]
ST5202X,Applied Regression Analysis,[2]
ST5209,Analysis of Time Series Data,[2]
ST5209X,Analysis Of Time Series Data,[2]
ST5210,Multivariate Data Analysis,[1]
ST5211,Sampling from Finite Populations,[1]
ST5211X,Sampling from Finite Populations,[1]
ST5212,Survival Analysis,[2]
ST5213,Categorical Data Analysis Ii,[1]
ST5214,Advanced Probability Theory,[1]
ST5215,Advanced Statistical Theory,[1]
ST5218,Advanced Statistical Methods in Finance,[2]
ST5222,Advanced Topics in Applied Statistics,[1]
ST5223,Statistical Models:Theory/Applications,[2]
ST5224,Advanced Statistical Theory II,[2]
ST5226,Spatial Statistics,[1]
ST5227,Applied Data Mining,[2]
STR1000,Career Creation Starter Workshops,"[1, 2]"
STR2000,Career Creation Starter Clinics,[1]
SW1101E,Social Work: A Heart-Head-Hand Connection,"[1, 2]"
SW2101,Working with Individuals and Families,"[1, 2]"
SW2104,Human Development over the Lifespan,"[1, 2]"
SW2105,Values & Skills for Helping Relationships,"[1, 2]"
SW2106,Social Group Work Practice,"[1, 2]"
SW3101,Social Work Research Methods,"[1, 2]"
SW3103A,Social Work Field Practice (I),"[2, 3, 4]"
SW3103B,Social Work Field Practice (I),"[2, 3, 4]"
SW3103C,Social Work Field Practice (I),"[3, 4]"
SW3104,Social Work Field Practice (II),"[2, 3, 4]"
SW3104A,Social Work Field Practice (II),"[2, 3, 4]"
SW3105,Community Work Practice,"[1, 2]"
SW3217,Mental Health and Illness,[2]
SW3221,Protection of Vulnerable Clients,[1]
SW3222,Healthcare Issues And Policies,[2]
SW3223,Social Gerontology,[2]
SW3224,Social Work & Technology Of The Future,[1]
SW3880,Special Topics in Social Work,[1]
SW4102,Social Policy and Planning,"[1, 2]"
SW4103,Advanced Research and Evaluation,"[1, 2]"
SW4202,Special Areas of Social Work Practice,[1]
SW4213,Social Networks & Social Support,[2]
SW4221,Social Work and Rehabilitation of Offenders,[2]
SW4223,Child-Centric Social Work,[1]
SW4224,Financial Capability and Asset Building,[2]
SW4225,Ethics in Social Work Practice,[1]
SW4227,Advanced Family-Centred Social Work Practice,"[1, 2]"
SW4229,Working With Older Adults,[1]
SW4230,Urban Youth Work,[2]
SW4401,Honours Thesis,"[1, 2]"
SW4660,Independent Study,"[1, 2]"
SW4880,Special Topics in Social Work,[1]
SW5104,Management of Human Service Organizations,[1]
SW5104R,Management of Human Service Organizations,[1]
SW5106,Social Policy and Welfare Services,[1]
SW5107,Program Development and Evaluation,[1]
SW5111,Advanced Practicum,"[1, 2]"
SW5111A,Practicum,"[1, 2, 4]"
SW5111B,Practicum,"[1, 2, 4]"
SW5112,Supervised Project,"[1, 2]"
SW5113,Social Work With Groups and Community,[2]
SW5114,Contemporary Social Work Practice,[1]
SW5115,Human Development in Context,[2]
SW5116,Skills in Advanced Social Work Practice,[1]
SW5117A,Practice Research Capstone Seminar I,[2]
SW5117B,Practice Research Capstone Seminar II,[1]
SW5207,Working with Multi-Stressed Families,[2]
SW5208,Using Play Therapy with Children and Families,[1]
SW5209,Theory and Practice of Social Work Supervision,[1]
SW5209R,Theory and Practice of Social Work Supervision,[1]
SW5215,Poverty and Asset-Building Policy,[2]
SW5219,Palliative and End-Of-Life Care,[2]
SW5253,Volunteer Management,[2]
SW5660,Independent Study,"[1, 2]"
SW6660,Independent Study,"[1, 2]"
SW6770,Graduate Research Seminar,[2]
SWD5102,Social Work With Groups and Community,[2]
SWD5103,Contemporary Social Work Practice,[1]
SWD5104,Human Development in Context,[2]
SWD5105,Skills in Advanced Social Work Practice,[1]
SWD5120,Social Work Practicum,"[1, 2]"
SWD5880E,Social Work Practice in Mental Health,[1]
SWE5001,Architecting Scalable Systems,[1]
SWE5002,Designing and Managing Products and Platforms,[1]
SWE5005,Securing Ubiquitous Systems,[1]
SWE5007,Capstone Project in Software Engineering,"[1, 2]"
SWM5104,Management of Human Service Organizations,[1]
SWM5106,Social Policy and Welfare Services,[1]
SWM5107,Program Development and Evaluation,[1]
SWM5117B,Practice Research Capstone Seminar II,[1]
SWM5208,Using Play Therapy with Children and Families,[1]
SWM5209,Theory and Practice of Social Work Supervision,[1]
TBA2101,Building an Analytics Organisation,[3]
TBA2102,Introduction to Business Analytics,[2]
TBA2103,Data Visualisation,"[2, 3]"
TBA2104,Predictive Analytics,[2]
TBA2105,Web Mining,[1]
TBA3102,Text Analytics,[2]
TBA3103,Application Systems Development for Business Analytics,[1]
TBA3204,Web Analytics,[2]
TBA3222,Marketing Analytics,[1]
TBA3241,Social Media Analytics,[2]
TBA4204,Financial Analytics,[2]
TBA4212,Search Engine Optimisation and Analytics,[1]
TBA4220,Geospatial Analytics,[1]
TBA4230,Audit Analytics,[1]
TBA4250,Healthcare Analytics,[2]
TC2411,Mathematics for Chemical Engineers 2,[3]
TCE1109,Statics And Mechanics of Materials,[1]
TCE2112,Soil Mechanics,[1]
TCE2134,Hydraulics,[2]
TCE2155,Structural Mechanics and Materials,[1]
TCE2184,Infrastructure & the Environment,[1]
TCE2407,Engineering & Uncertainty Analyses,[3]
TCE3001,Water Quality Engineering,[1]
TCE3115,Geotechnical Engineering,[2]
TCE3116,Foundation Engineering,[2]
TCE3121,Transportation Engineering,[2]
TCE3132,Water Resources Engineering,[1]
TCE3155,Structural Analysis,[1]
TCE3165,Structural Concrete Design,[2]
TCE3166,Structural Steel Design and System,[2]
TCE4103,Design Project,[1]
TCE4104,BTech Dissertation,"[1, 2]"
TCE4282,Building Information Modeling for Project Management,[1]
TCE4401,Water & Wastewater Engineering 2,[1]
TCE4408,Environmental Impact Assessment,[2]
TCE5107,Pile Foundations,[2]
TCE5510,Advanced Structural Concrete Design,[1]
TCE5611,Precast Concrete Technology,[2]
TCN1005,MATLAB Programming for Chemical Engineers,[1]
TCN1111,Chemical Engineering Principles,[2]
TCN1422,Materials for Chemical Engineers,[2]
TCN2116,Chemical Kinetics And Reactor Design,[2]
TCN2121,Chemical Engineering Thermodynamics,[1]
TCN2122,Fluid Mechanics,[1]
TCN2125,Heat And Mass Transfer,[2]
TCN2411,Mathematics for Chemical Engineers 2,[3]
TCN3121,Process Dynamics & Control,[1]
TCN3124,Particle Technology,[2]
TCN3132,Separation Processes,[1]
TCN3135,"Process Safety, Health and Environment",[3]
TCN3421,Process Modeling & Numerical Simulation,[1]
TCN4119,B.Tech. Dissertation,[1]
