moduleCode,title,semesters 
LL4099V,Maritime Law,[2]
LL4104V,Jurisprudence,[2]
LL4109V,International Law & Asia,[1]
LL4111V,International Copyright Law and Policy,[2]
LL4133V,Human Rights in Asia,[2]
LL4158V,Climate Change Law,[2]
LL4164V,International Projects Law & Practice,[1]
LL4187,Philosophical Foundations of Contract Law,[1]
LL4188V,Corporate Finance Law,[2]
LL4191,Wealth Management Law,[1]
LL4202V,ASEAN Economic Community Law and Policy,[2]
LL4203,International Moots and Other Competitions,"[1, 2]"
LL4203A,International Moots and Other Competitions,"[1, 2]"
LL4203B,International Moots and Other Competitions,"[1, 2]"
LL4203C,International Moots and Other Competitions,"[1, 2]"
LL4205V,Maritime Conflict of Laws,[2]
LL4208V,Advanced Criminal Legal Process,[2]
LL4209V,Legal Argument & Narrative,[2]
LL4214,International and Comparative Oil and Gas Law,[1]
LL4219,The Trial of Jesus in Western Legal Thought,[1]
LL4237V,"Law, Institutions, and Business in Greater China",[1]
LL4244V,Criminal Practice,[1]
LL4246,International Carriage of Passengers by Sea,[2]
LL4251V,International Humanitarian Law,[1]
LL4254V,Developing States in a Changing World Order,[2]
LL4259V,Alternative Investments,[2]
LL4276,Advanced Contract Law,[1]
LL4277V,Medical Law and Ethics,[2]
LL4285V,International Dispute Settlement,[1]
LL4287V,ASEAN Law and Policy,[1]
LL4290V,Legal Research: Method & Design,[2]
LL4292V,State Responsibility: Theory and Practice,[1]
LL4295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL4308V,"Behavioural Economics, Law & Regulation",[2]
LL4309,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL4313,Mediation/Conciliation of Inter- & Investor-State Disputes,[2]
LL4320,International Space Law,[1]
LL4322V,Trade Finance Law,[1]
LL4323V,Law of Agency,[2]
LL4327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL4328,Sports Law & Arbitration,[1]
LL4335V,Multinational Enterprises and International Law,[1]
LL4339,Comparative Evidence in International Arbitration,[2]
LL4342V,Taxation of Cross-Border Commercial Transactions I,[1]
LL4343V,International Regulation of the Global Commons,[2]
LL4349V,Energy Arbitration,[2]
LL4350V,Privacy & Data Protection Law,[2]
LL4356V,International Economic Law Clinic,[2]
LL4357V,Regulation & Political Economy,[2]
LL4359Z,SIAC and Institutional Arbitration,[1]
LL4360Z,Current Challenges to Investment Arbitration,[2]
LL4361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL4377V,Law in Action: Legal Policymaking Externship,[2]
LL4382V,Private International Law,[1]
LL4383Z,International Arbitration & the New York Convention,[1]
LL4394,Protection Overlaps in Intellectual Property Law,[2]
LL4396,University Research Opportunities Program,"[1, 2]"
LL4397,University Research Opportunities Program,"[1, 2]"
LL4398,University Research Opportunities Program,"[1, 2]"
LL4402,Corporate Insolvency Law,[2]
LL4405A,Law of Intellectual Property (a),[1]
LL4407,Law Of Insurance,"[1, 2]"
LL4412,Securities and Capital Markets Regulation,[2]
LL4433V,Global Data Privacy Law,[1]
LL4434V,International Commodity Trading Law Clinic,[2]
LL4436V,Family Law and Practice,[1]
LL4437V,Law and Democracy in East Asia,[2]
LL4438V,Intellectual Property Arbitration,[2]
LL4449,International Water Law,[2]
LL4450V,Singapore Legal History,[2]
LL4452V,Specialised Topics in Family Law,[2]
LL4454V,Commercial Conflict of Laws,[1]
LL4455V,Taxation of Cross-Border Commercial Transactions II,[2]
LL4461V,Compliance and Risk Management,[2]
LL4463V,National Arts Council Externship,[1]
LL4464,Principles of Port Finance and Regulation,[1]
LL4465,International Geographical Indications Protection (IP),[1]
LL4471,Ethical Digital Governance and Legal Society,[1]
LL4472,The Belt & Road Initiative & Int’l Trade Governance,[1]
LL4473,International Energy Law,[1]
LL4474,Cybersecurity and Privacy Law,[1]
LL4475V,Law and Practice of Investment Management,[1]
LL4476,US Copyright: International & Comparative Perspectives,[2]
LL4477,"Private Law in East Asia (Korea, Taiwan, Japan)",[2]
LL4478,Cross-Border Insolvency Law,[2]
LL4481,Trusts Law in the Asia-Pacific Region,[2]
LL5002V,Admiralty Law & Practice,[1]
LL5004V,Aviation Law & Policy,"[1, 2]"
LL5006V,Banking Law,[1]
LL5007,Biotechnology Law,[1]
LL5008AV,Carriage of Goods By Sea,[1]
LL5008BV,Charterparties,[2]
LL5009GRSI,Graduate Research Seminar I (Legal Scholarship),[1]
LL5009V,Modern Chinese Law & Legal Chinese,[1]
LL5014V,Construction Law,[2]
LL5018V,Corporate Tax: Profits & Distributions,[2]
LL5019V,Credit & Security,[1]
LL5024V,Indonesian Law,[2]
LL5029BV,International Commercial Arbitration,[2]
LL5029V,International Commercial Arbitration,[1]
LL5031V,International  Environmental Law & Policy,[1]
LL5032,International Investment Law,[1]
LL5033V,International Legal Process,[1]
LL5043,Law of Marine Insurance,[2]
LL5044V,Mediation,[2]
LL5045V,Negotiation,[1]
LL5050V,Public International Law,"[1, 2]"
LL5054,Domestic and International Sale of Goods,[2]
LL5055,Securities Regulation,[2]
LL5056BV,Tax Planning And Policy,[1]
LL5057V,Theoretical Foundations Of Criminal Law,[2]
LL5060B,World Trade Law,[1]
LL5063V,Business & Finance For Lawyers,"[1, 2]"
LL5064V,Competition Law and Policy,[1]
LL5070V,Foundations Of Intellectual Property Law,[1]
LL5074V,Mergers & Acquisitions,[2]
LL5089V,Chinese Corporate & Securities Law,[2]
LL5096V,International Trademark Law and Policy,[2]
LL5099V,Maritime Law,[2]
LL5104V,Jurisprudence,[2]
LL5109V,International Law & Asia,[1]
LL5111V,International Copyright Law and Policy,[2]
LL5133V,Human Rights in Asia,[2]
LL5158V,Climate Change Law,[2]
LL5164V,International Projects Law & Practice,[1]
LL5187,Philosophical Foundations of Contract Law,[1]
LL5188V,Corporate Finance Law,[2]
LL5191,Wealth Management Law,[1]
LL5202V,ASEAN Economic Community Law and Policy,[2]
LL5203,International Moots and Other Competitions,"[1, 2]"
LL5203A,International Moots and Other Competitions,"[1, 2]"
LL5203B,International Moots and Other Competitions,"[1, 2]"
LL5203C,International Moots and Other Competitions,"[1, 2]"
LL5205V,Maritime Conflict of Laws,[2]
LL5208V,Advanced Criminal Legal Process,[2]
LL5209V,Legal Argument & Narrative,[2]
LL5214,International and Comparative Oil and Gas Law,[1]
LL5219,The Trial of Jesus in Western Legal Thought,[1]
LL5237V,"Law, Institutions, and Business in Greater China",[1]
LL5242S,Financial Regulation and Central Banking,[2]
LL5244V,Criminal Practice,[1]
LL5246,International Carriage of Passengers by Sea,[2]
LL5251V,International Humanitarian Law,[1]
LL5254V,Developing States in a Changing World Order,[2]
LL5259V,Alternative Investments,[2]
LL5276,Advanced Contract Law,[1]
LL5277V,Medical Law and Ethics,[2]
LL5285V,International Dispute Settlement,[1]
LL5287V,ASEAN Law and Policy,[1]
LL5290V,Legal Research: Method & Design,[2]
LL5292V,State Responsibility: Theory and Practice,[1]
LL5293S,Business Torts,[2]
LL5294S,Security and Insolvency Law,[2]
LL5295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL5308V,"Behavioural Economics, Law & Regulation",[2]
LL5309,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL5313,Mediation/Conciliation of Inter- & Investor-State Disputes,[2]
LL5314S,Private Equity and Venture Capital: Law and Practice,[2]
LL5315S,China's Tax Law and International Tax Policy,[2]
LL5320,International Space Law,[1]
LL5322V,Trade Finance Law,[1]
LL5323V,Law of Agency,[2]
LL5327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL5328,Sports Law & Arbitration,[1]
LL5335V,Multinational Enterprises and International Law,[1]
LL5339,Comparative Evidence in International Arbitration,[2]
LL5342V,Taxation of Cross-Border Commercial Transactions I,[1]
LL5343V,International Regulation of the Global Commons,[2]
LL5349V,Energy Arbitration,[2]
LL5350V,Privacy & Data Protection Law,[2]
LL5356V,International Economic Law Clinic,[2]
LL5357V,Regulation & Political Economy,[2]
LL5359Z,SIAC and Institutional Arbitration,[1]
LL5360Z,Current Challenges to Investment Arbitration,[2]
LL5361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL5380S,International and Comparative Insolvency Law in the BRI,[2]
LL5382V,Private International Law,[1]
LL5383Z,International Arbitration & the New York Convention,[1]
LL5394,Protection Overlaps in Intellectual Property Law,[2]
LL5396,University Research Opportunities Programme,"[1, 2]"
LL5396V,International Arbitration & Dispute Resolution Research,"[1, 2]"
LL5397,University Research Opportunities Programme,"[1, 2]"
LL5397V,International Arbitration & Dispute Resolution Research,"[1, 2]"
LL5398,University Research Opportunities Programme,"[1, 2]"
LL5402,Corporate Insolvency Law,[2]
LL5405A,Law of Intellectual Property (a),[1]
LL5407,Law of Insurance,"[1, 2]"
LL5412,Securities and Capital Markets Regulation,[2]
LL5433V,Global Data Privacy Law,[1]
LL5434V,International Commodity Trading Law Clinic,[2]
LL5436V,Family Law and Practice,[1]
LL5437V,Law and Democracy in East Asia,[2]
LL5438V,Intellectual Property Arbitration,[2]
LL5439S,Applied Accounting and Finance for Lawyers,[2]
LL5445S,Corporate Insolvencies in China and Hong Kong,[2]
LL5449,International Water Law,[2]
LL5450V,Singapore Legal History,[2]
LL5452V,Specialised Topics in Family Law,[2]
LL5453,Fashion Law,[2]
LL5454V,Commercial Conflict of Laws,[1]
LL5455V,Taxation of Cross-Border Commercial Transactions II,[2]
LL5461V,Compliance and Risk Management,[2]
LL5463V,National Arts Council Externship,[1]
LL5464,Principles of Port Finance and Regulation,[1]
LL5465,International Geographical Indications Protection (IP),[1]
LL5471,Ethical Digital Governance and Legal Society,[1]
LL5472,The Belt & Road Initiative & Int’l Trade Governance,[1]
LL5473,International Energy Law,[1]
LL5474,Cybersecurity and Privacy Law,[1]
LL5475V,Law and Practice of Investment Management,[1]
LL5476,US Copyright: International & Comparative Perspectives,[2]
LL5477,"Private Law in East Asia (Korea, Taiwan, Japan)",[2]
LL5478,Cross-Border Insolvency Law,[2]
LL5481,Trusts Law in the Asia-Pacific Region,[2]
LL6002V,Admiralty Law & Practice,[1]
LL6004V,Aviation Law & Policy,"[1, 2]"
LL6006V,Banking Law,[1]
LL6007,Biotechnology Law,[1]
LL6008AV,Carriage of Goods By Sea,[1]
LL6008BV,Charterparties,[2]
LL6009GRSI,Graduate Research Seminar I (Legal Scholarship),[1]
LL6009V,Modern Chinese Law & Legal Chinese,[1]
LL6014V,Construction Law,[2]
LL6018V,Corporate Tax: Profits & Distributions,[2]
LL6019V,Credit & Security,[1]
LL6024V,Indonesian Law,[2]
LL6029BV,International Commercial Arbitration,[2]
LL6029V,International Commercial Arbitration,[1]
LL6031V,International  Environmental Law & Policy,[1]
LL6032,International Investment Law,[1]
LL6033V,International Legal Process,[1]
LL6043,Law Of Marine Insurance,[2]
LL6044V,Mediation,[2]
LL6045V,Negotiation,[1]
LL6050V,Public International Law,"[1, 2]"
LL6054,Domestic and International Sale of Goods,[2]
LL6056BV,Tax Planning And Policy,[1]
LL6057V,Theoretical Foundations Of Criminal Law,[2]
LL6060B,World Trade Law,[1]
LL6063V,Business & Finance For Lawyers,"[1, 2]"
LL6064V,Competition Law and Policy,[1]
LL6070V,Foundations Of Intellectual Property Law,[1]
LL6074V,Mergers & Acquisitions,[2]
LL6089V,Chinese Corporate & Securities Law,[2]
LL6096V,International Trademark Law and Policy,[2]
LL6099V,Maritime Law,[2]
LL6104V,Jurisprudence,[2]
LL6109V,International Law & Asia,[1]
LL6111V,International Copyright Law and Policy,[2]
LL6133V,Human Rights in Asia,[2]
LL6158V,Climate Change Law,[2]
LL6164V,International Projects Law & Practice,[1]
LL6187,Philosophical Foundations of Contract Law,[1]
LL6188V,Corporate Finance Law,[2]
LL6191,Wealth Management Law,[1]
LL6202V,ASEAN Economic Community Law and Policy,[2]
LL6203,International Moots and Other Competitions,"[1, 2]"
LL6203A,International Moots and Other Competitions,"[1, 2]"
LL6203B,International Moots and Other Competitions,"[1, 2]"
LL6203C,International Moots and Other Competitions,"[1, 2]"
LL6205V,Maritime Conflict of Laws,[2]
LL6208V,Advanced Criminal Legal Process,[2]
LL6209V,Legal Argument & Narrative,[2]
LL6214,International and Comparative Oil and Gas Law,[1]
LL6219,The Trial of Jesus in Western Legal Thought,[1]
LL6237V,"Law, Institutions, and Business in Greater China",[1]
LL6244V,Criminal Practice,[1]
LL6246,International Carriage of Passengers by Sea,[2]
LL6251V,International Humanitarian Law,[1]
LL6254V,Developing States in a Changing World Order,[2]
LL6259V,Alternative Investments,[2]
LL6276,Advanced Contract Law,[1]
LL6277V,Medical Law and Ethics,[2]
LL6285V,International Dispute Settlement,[1]
LL6287V,ASEAN Law and Policy,[1]
LL6290V,Legal Research: Method & Design,[2]
LL6292V,State Responsibility: Theory and Practice,[1]
LL6295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL6308V,"Behavioural Economics, Law & Regulation",[2]
LL6309,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL6313,Mediation/Conciliation of Inter- & Investor-State Disputes,[2]
LL6320,International Space Law,[1]
LL6322V,Trade Finance Law,[1]
LL6323V,Law of Agency,[2]
LL6327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL6328,Sports Law & Arbitration,[1]
LL6335V,Multinational Enterprises and International Law,[1]
LL6339,Comparative Evidence in International Arbitration,[2]
LL6342V,Taxation of Cross-Border Commercial Transactions I,[1]
LL6343V,International Regulation of the Global Commons,[2]
LL6349V,Energy Arbitration,[2]
LL6350V,Privacy & Data Protection Law,[2]
LL6356V,International Economic Law Clinic,[2]
LL6357V,Regulation & Political Economy,[2]
LL6359Z,SIAC and Institutional Arbitration,[1]
LL6360Z,Current Challenges to Investment Arbitration,[2]
LL6361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL6382V,Private International Law,[1]
LL6383Z,International Arbitration & the New York Convention,[1]
LL6394,Protection Overlaps in Intellectual Property Law,[2]
LL6396,University Research Opportunities Programme,"[1, 2]"
LL6397,University Research Opportunities Progra,"[1, 2]"
LL6402,Corporate Insolvency Law,[2]
LL6405A,Law of Intellectual Property (a),[1]
LL6407,Law Of Insurance,"[1, 2]"
LL6412,Securities and Capital Markets Regulation,[2]
LL6433V,Global Data Privacy Law,[1]
LL6434V,International Commodity Trading Law Clinic,[2]
LL6436V,Family Law and Practice,[1]
LL6437V,Law and Democracy in East Asia,[2]
LL6438V,Intellectual Property Arbitration,[2]
LL6449,International Water Law,[2]
LL6450V,Singapore Legal History,[2]
LL6452V,Specialised Topics in Family Law,[2]
LL6454V,Commercial Conflict of Laws,[1]
LL6455V,Taxation of Cross-Border Commercial Transactions II,[2]
LL6461V,Compliance and Risk Management,[2]
LL6463V,National Arts Council Externship,[1]
LL6464,Principles of Port Finance and Regulation,[1]
LL6465,International Geographical Indications Protection (IP),[1]
LL6471,Ethical Digital Governance and Legal Society,[1]
LL6472,The Belt & Road Initiative & Int’l Trade Governance,[1]
LL6473,International Energy Law,[1]
LL6474,Cybersecurity and Privacy Law,[1]
LL6475V,Law and Practice of Investment Management,[1]
LL6476,US Copyright: International & Comparative Perspectives,[2]
LL6478,Cross-Border Insolvency Law,[2]
LL6481,Trusts Law in the Asia-Pacific Region,[2]
LLD5002V,Admiralty Law & Practice,[1]
LLD5043,Law of Marine Insurance,[2]
LLD5054,Domestic and International Sale of Goods,[2]
LLD5099V,Maritime Law,[2]
LLD5205V,Maritime Conflict of Laws,[2]
LLD5214,International and Comparative Oil and Gas Law,[1]
LLD5246,International Carriage of Passengers by Sea,[2]
LLD5322V,Trade Finance Law,[1]
LLD5396,University Research Opportunities Programme,"[1, 2]"
LLD5397,University Research Opportunities Programme,"[1, 2]"
LLJ5002V,Admiralty Law & Practice,[1]
LLJ5004V,Aviation Law & Policy,"[1, 2]"
LLJ5006V,Banking Law,[1]
LLJ5007,Biotechnology Law,[1]
LLJ5008AV,Carriage of Goods By Sea,[1]
LLJ5008BV,Charterparties,[2]
LLJ5009V,Modern Chinese Law & Legal Chinese,[1]
LLJ5014V,Construction Law,[2]
LLJ5018V,Corporate Tax: Profits & Distributions,[2]
LLJ5019V,Credit & Security,[1]
LLJ5024V,Indonesian Law,[2]
LLJ5029BV,International Commercial Arbitration,[2]
LLJ5029V,International Commercial Arbitration,[1]
LLJ5031V,International  Environmental Law & Policy,[1]
LLJ5032,International Investment Law,[1]
LLJ5033V,International Legal Process,[1]
LLJ5043,Law of Marine Insurance,[2]
LLJ5044V,Mediation,[2]
LLJ5045V,Negotiation,[1]
LLJ5050V,Public International Law,"[1, 2]"
LLJ5054,Domestic and International Sale of Goods,[2]
LLJ5056BV,Tax Planning And Policy,[1]
LLJ5057V,Theoretical Foundations Of Criminal Law,[2]
LLJ5060B,World Trade Law,[1]
LLJ5063V,Business & Finance For Lawyers,"[1, 2]"
LLJ5064V,Competition Law and Policy,[1]
LLJ5070V,Foundations Of Intellectual Property Law,[1]
LLJ5074V,Mergers & Acquisitions,[2]
LLJ5089V,Chinese Corporate & Securities Law,[2]
LLJ5094AV,The Corporate Law Clinic,"[1, 2]"
LLJ5094BV,NUS-State Courts Judicial Clerkship Programme,[1]
LLJ5094CV,The Access to Justice Low Bono Litigation Clinic,"[1, 2]"
LLJ5094DV,The Pro Bono Criminal Law Litigation Clinic,"[1, 2]"
LLJ5094EV,The Capital Offences Criminal Litigation Clinic,"[1, 2]"
LLJ5094FV,The Evolving Legal Landscapes Clinic,"[1, 2]"
LLJ5094GV,NUS Entrepreneurship Society Collaboration Clinic,"[1, 2]"
LLJ5094V,The Pro Bono Family Law Litigation Clinic,"[1, 2]"
LLJ5096V,International Trademark Law and Policy,[2]
LLJ5099V,Maritime Law,[2]
LLJ5104V,Jurisprudence,[2]
LLJ5109V,International Law & Asia,[1]
LLJ5111V,International Copyright Law and Policy,[2]
LLJ5133V,Human Rights in Asia,[2]
LLJ5158V,Climate Change Law,[2]
LLJ5164V,International Projects Law & Practice,[1]
LLJ5187,Philosophical Foundations of Contract Law,[1]
LLJ5188V,Corporate Finance Law,[2]
LLJ5191,Wealth Management Law,[1]
LLJ5202V,ASEAN Economic Community Law and Policy,[2]
LLJ5203,International Moots and Other Competitions,"[1, 2]"
LLJ5205V,Maritime Conflict of Laws,[2]
LLJ5208V,Advanced Criminal Legal Process,[2]
LLJ5209V,Legal Argument & Narrative,[2]
LLJ5214,International and Comparative Oil and Gas Law,[1]
LLJ5219,The Trial of Jesus in Western Legal Thought,[1]
LLJ5237V,"Law, Institutions, and Business in Greater China",[1]
LLJ5244V,Criminal Practice,[1]
LLJ5246,International Carriage of Passengers by Sea,[2]
LLJ5251V,International Humanitarian Law,[1]
LLJ5254V,Developing States in a Changing World Order,[2]
LLJ5259V,Alternative Investments,[2]
LLJ5276,Advanced Contract Law,[1]
LLJ5277V,Medical Law and Ethics,[2]
LLJ5285V,International Dispute Settlement,[1]
LLJ5287V,ASEAN Law and Policy,[1]
LLJ5290V,Legal Research: Method & Design,[2]
LLJ5292V,State Responsibility: Theory and Practice,[1]
LLJ5295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LLJ5308V,"Behavioural Economics, Law & Regulation",[2]
LLJ5309,Strategies for Asian Disputes - A Comparative Analysis,[2]
LLJ5320,International Space Law,[1]
LLJ5322V,Trade Finance Law,[1]
LLJ5323V,Law of Agency,[2]
LLJ5327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LLJ5328,Sports Law & Arbitration,[1]
LLJ5335V,Multinational Enterprises and International Law,[1]
LLJ5339,Comparative Evidence in International Arbitration,[2]
LLJ5342V,Taxation of Cross-Border Commercial Transactions I,[1]
LLJ5343V,International Regulation of the Global Commons,[2]
LLJ5349V,Energy Arbitration,[2]
LLJ5350V,Privacy & Data Protection Law,[2]
LLJ5356V,International Economic Law Clinic,[2]
LLJ5357V,Regulation & Political Economy,[2]
LLJ5359Z,SIAC and Institutional Arbitration,[1]
LLJ5360Z,Current Challenges to Investment Arbitration,[2]
LLJ5361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LLJ5382V,Private International Law,[1]
LLJ5383Z,International Arbitration & the New York Convention,[1]
LLJ5394,Protection Overlaps in Intellectual Property Law,[2]
LLJ5402,Corporate Insolvency Law,[2]
LLJ5405A,Law of Intellectual Property (a),[1]
LLJ5407,Law of Insurance,"[1, 2]"
LLJ5412,Securities and Capital Markets Regulation,[2]
LLJ5433V,Global Data Privacy Law,[1]
LLJ5434V,International Commodity Trading Law Clinic,[2]
LLJ5436V,Family Law and Practice,[1]
LLJ5437V,Law and Democracy in East Asia,[2]
LLJ5438V,Intellectual Property Arbitration,[2]
LLJ5449,International Water Law,[2]
LLJ5450V,Singapore Legal History,[2]
LLJ5452V,Specialised Topics in Family Law,[2]
LLJ5454V,Commercial Conflict of Laws,[1]
LLJ5455V,Taxation of Cross-Border Commercial Transactions II,[2]
LLJ5461V,Compliance and Risk Management,[2]
LLJ5463V,National Arts Council Externship,[1]
LLJ5464,Principles of Port Finance and Regulation,[1]
LLJ5465,International Geographical Indications Protection (IP),[1]
LLJ5471,Ethical Digital Governance and Legal Society,[1]
LLJ5472,The Belt & Road Initiative & Int’l Trade Governance,[1]
LLJ5473,International Energy Law,[1]
LLJ5474,Cybersecurity and Privacy Law,[1]
LLJ5475V,Law and Practice of Investment Management,[1]
LLJ5476,US Copyright: International & Comparative Perspectives,[2]
LLJ5478,Cross-Border Insolvency Law,[2]
LLJ5481,Trusts Law in the Asia-Pacific Region,[2]
LSE6101,Fundamentals of Environmental Life Sciences Engineering,[1]
LSM1111,Biological Challenges and Opportunities for Humankind,"[1, 2]"
LSM1301,General Biology,"[1, 2]"
LSM1303,Animal Behaviour,[2]
LSM2105,Molecular Genetics,"[1, 2]"
LSM2106,Fundamental Biochemistry,"[1, 2]"
LSM2107,Evolutionary Biology,"[1, 2]"
LSM2191,Laboratory Techniques in Life Sciences,"[1, 2]"
LSM2212,Human Anatomy,[1]
LSM2233,Cell Biology,"[1, 2]"
LSM2234,Introduction to Quantitative Biology,[2]
LSM2241,Introductory Bioinformatics,[1]
LSM2251,Ecology and Environment,"[1, 2]"
LSM2252,Biodiversity,"[1, 2]"
LSM2254,Fundamentals of Plant Biology,[2]
LSM2288,Basic UROPS in Life Sciences I,"[1, 2, 3, 4]"
LSM2289,Basic UROPS in Life Sciences II,"[1, 2, 3, 4]"
LSM2291,Fundamental Techniques in Microbiology,"[1, 2]"
LSM2301,Life Sciences Industry Seminar,[2]
LSM2302,Computational Thinking for Life Sciences,[1]
LSM3201,Research and Communication in Life Sciences,"[1, 2]"
LSM3210,Metabolism and Regulation,"[1, 2]"
LSM3211,Fundamental Pharmacology,"[1, 2]"
LSM3212,Human Physiology: Cardiopulmonary System,[1]
LSM3214,Human Physiology - Hormones and Health,[2]
LSM3215,Neuronal Signaling and Memory Mechanisms,[1]
LSM3216,Neuronal Development and Diseases,[2]
LSM3217,Human Ageing,[1]
LSM3219,Neuropharmacology,[2]
LSM3220,"Genes, Genomes and Biomedical Implications","[1, 2]"
LSM3222,Human Neuroanatomy,[2]
LSM3223,Immunology,"[1, 2]"
LSM3224,Molecular Basis of Human Diseases,[2]
LSM3225,Molecular Microbiology in Human Diseases,[2]
LSM3226,Medical Mycology and Drug Discovery,[2]
LSM3227,General Virology,[1]
LSM3228,Microbiomes and Biofilms,[1]
LSM3231,Protein Structure and Function,[1]
LSM3232,Microbiology,"[1, 2]"
LSM3233,Developmental Biology,[1]
LSM3234,Biological Imaging of Growth and Form,[1]
LSM3235,Epigenetics in Human Health and Diseases,[1]
LSM3236,Pattern Formation and Self-organisation in Biology,[1]
LSM3241,Genomic Data Analysis,[2]
LSM3242,Translational Microbiology,[2]
LSM3243,Molecular Biophysics,[2]
LSM3244,Molecular Biotechnology,[2]
LSM3245,RNA Biology and Technology,[1]
LSM3246,Synthetic Biology,[1]
LSM3247,Practical Synthetic Biology,[2]
LSM3252,Evolution and Comparative Genomics,[2]
LSM3254,Ecology of Aquatic Environments,[1]
LSM3255,Ecology of Terrestrial Environments,[2]
LSM3256,Tropical Horticulture,[2]
LSM3257,Applied Data Analysis in Ecology and Evolution,[2]
LSM3258,Comparative Botany,[1]
LSM3259,Fungal Biology,[2]
LSM3265,Entomology,[1]
LSM3266,Avian Biology and Evolution,[2]
LSM3267,Behavioural Biology,[2]
LSM3272,Global Change Biology,[2]
LSM3288,Advanced UROPS in Life Sciences I,"[1, 2, 3, 4]"
LSM3289,Advanced UROPS in Life Sciences II,"[1, 2, 3, 4]"
LSM3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
LSM3311,Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
LSM3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2]"
LSM4199,Honours Project in Life Sciences,"[1, 2]"
LSM4210,Topics in Biomedical Science,[2]
LSM4213,Systems Neurobiology,[1]
LSM4214,Cancer Pharmacology,"[1, 2]"
LSM4215,Extreme Physiology,[2]
LSM4216,Molecular Nutrition and Metabolic Biology,[1]
LSM4217,Functional Ageing,[2]
LSM4221,Drug Discovery and Clinical Trials,"[1, 2]"
LSM4222,Advanced Immunology,"[1, 2]"
LSM4223,Advances in Antimicrobial Strategies,[1]
LSM4225,Genetic Medicine in the Post-Genomic Era,[2]
LSM4226,Infection and Immunity,[1]
LSM4227,Stem Cell Biology,"[1, 2]"
LSM4228,Experimental Models for Human Disease and Therapy,[1]
LSM4229,Therapeutic and diagnostic agents from animal toxins,[2]
LSM4231,Structural Biology,[2]
LSM4232,Advanced Cell Biology,[1]
LSM4234,Mechanobiology,[2]
LSM4236,Human Microscopic Anatomy,[2]
LSM4241,Functional Genomics,[2]
LSM4242,Protein Engineering,[1]
LSM4243,Tumour Biology,"[1, 2]"
LSM4251,Plant Growth and Development,[1]
LSM4252,Reproductive Biology,[2]
LSM4256,Evolution of Development,[1]
LSM4257,Aquatic Vertebrate Diversity,[1]
LSM4259,Evolutionary Genetics of Reproduction,[1]
LSM4260,Plankton Ecology,[1]
LSM4261,Marine Biology,[2]
LSM4262,Tropical Conservation Biology,[1]
LSM4264,Freshwater Biology,[2]
LSM4267,Light & Vision in Animal Communication,[1]
LSM4268,Environmental Bioacoustics,[1]
LSM4299,Applied Project in Life Sciences,"[1, 2]"
LSM4351,Vegetation and Plant Diversity of Southeast Asia,[2]
LX5103,Environmental Law,[1]
MA1100,Basic Discrete Mathematics,"[1, 2]"
MA1100T,Basic Discrete Mathematics (T),[1]
MA1301,Introductory Mathematics,"[1, 2]"
MA1301X,Introductory Mathematics,"[2, 3]"
MA1312,Calculus with Applications,[2]
MA1505,Mathematics I,[1]
MA1508E,Linear Algebra for Engineering,[2]
MA1511,Engineering Calculus,[1]
MA1512,Differential Equations for Engineering,[1]
MA1513,Linear Algebra with Differential Equations,[1]
MA1521,Calculus for Computing,"[1, 2]"
MA2001,Linear Algebra I,"[1, 2]"
MA2002,Calculus,"[1, 2]"
MA2101,Linear Algebra II,"[1, 2]"
MA2101S,Linear Algebra II (S),[1]
MA2104,Multivariable Calculus,"[1, 2]"
MA2108,Mathematical Analysis I,"[1, 2]"
MA2108S,Mathematical Analysis I (S),[2]
MA2116,Probability,"[1, 2]"
MA2202,Algebra I,[2]
MA2202S,Algebra I (S),[2]
MA2213,Numerical Analysis I,"[1, 2]"
MA2214,Combinatorics and Graphs I,[1]
MA2288,Basic UROPS in Mathematics I,"[1, 2, 3, 4]"
MA2289,Basic UROPS in Mathematics II,"[1, 2, 3, 4]"
MA2301,Basic Applied Mathematics,[1]
MA2310,FOS Undergraduate Professional Internship Programme 1ST,[3]
MA2311,Techniques in Advanced Calculus,[1]
MA2312U,FOS Undergraduate Professional Internship Programme 2S1,[1]
MA2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
MA2401,Introductory Mathematics with R,[2]
MA3201,Algebra II,[2]
MA3205,Set Theory,[1]
